task_name,sample_dir,ssim,psnr,lpips
samples_denoise_deblur,0,0.03180113807320595,6.211712837219238,0.354702353477478
samples_denoise_deblur,7,0.0170556902885437,6.122002124786377,0.3743167221546173
samples_denoise_deblur,6,0.07619671523571014,5.677262783050537,0.3402952551841736
samples_denoise_deblur,1,0.05631280317902565,5.661458492279053,0.440591961145401
samples_denoise_deblur,8,0.02241343818604946,6.1989359855651855,0.2921135723590851
samples_denoise_deblur,4,0.028077971190214157,6.342952251434326,0.3263293206691742
samples_denoise_deblur,3,0.04154542088508606,6.070222854614258,0.37543028593063354
samples_denoise_deblur,2,0.02238101325929165,5.889959812164307,0.3324742913246155
samples_denoise_deblur,5,0.028904568403959274,6.241607189178467,0.3440394401550293
samples_sr_4x_noisy_gaussian,9,0.15518273413181305,12.874009132385254,0.11422604322433472
samples_sr_4x_noisy_gaussian,0,0.1539287567138672,13.22515869140625,0.11595681309700012
samples_sr_4x_noisy_gaussian,7,0.1605692207813263,13.882816314697266,0.24925120174884796
samples_sr_4x_noisy_gaussian,6,0.2922724485397339,11.96969223022461,0.11326584964990616
samples_sr_4x_noisy_gaussian,1,0.282556414604187,13.43343734741211,0.191991925239563
samples_sr_4x_noisy_gaussian,8,0.14219793677330017,12.870308876037598,0.17249614000320435
samples_sr_4x_noisy_gaussian,4,0.15285198390483856,12.934112548828125,0.184629887342453
samples_sr_4x_noisy_gaussian,3,0.16961783170700073,12.540301322937012,0.25160712003707886
samples_sr_4x_noisy_gaussian,2,0.19949114322662354,13.291735649108887,0.19201326370239258
samples_sr_4x_noisy_gaussian,5,0.13395564258098602,13.001103401184082,0.23354697227478027
samples_sr_4x_deblur,9,0.2281871885061264,11.514922142028809,0.1200554370880127
samples_sr_4x_deblur,0,0.22355565428733826,12.473526954650879,0.10381658375263214
samples_sr_4x_deblur,7,0.13496133685112,13.080931663513184,0.1902572214603424
samples_sr_4x_deblur,6,0.28259944915771484,12.218448638916016,0.08956405520439148
samples_sr_4x_deblur,1,0.13030411303043365,12.127017974853516,0.2346736341714859
samples_sr_4x_deblur,8,0.10608767718076706,12.816740036010742,0.16510578989982605
samples_sr_4x_deblur,4,0.137034073472023,12.487944602966309,0.17077188193798065
samples_sr_4x_deblur,3,0.22665324807167053,11.00655460357666,0.20939679443836212
samples_sr_4x_deblur,2,0.2207784801721573,12.71784782409668,0.13530249893665314
samples_sr_4x_deblur,5,0.267900675535202,13.599923133850098,0.1532430648803711
samples_sr_4x_noisy_poisson_opti,9,0.16625100374221802,13.184447288513184,0.10632586479187012
samples_sr_4x_noisy_poisson_opti,0,0.07714814692735672,12.624481201171875,0.10310600697994232
samples_sr_4x_noisy_poisson_opti,7,0.10573668032884598,13.833634376525879,0.23284956812858582
samples_sr_4x_noisy_poisson_opti,6,0.195291668176651,10.814019203186035,0.1924314796924591
samples_sr_4x_noisy_poisson_opti,1,0.21020758152008057,11.911646842956543,0.303329199552536
samples_sr_4x_noisy_poisson_opti,8,0.1334608495235443,13.264205932617188,0.13245618343353271
samples_sr_4x_noisy_poisson_opti,4,0.11613663285970688,13.084230422973633,0.209162175655365
samples_sr_4x_noisy_poisson_opti,3,0.13543002307415009,12.553570747375488,0.203102245926857
samples_sr_4x_noisy_poisson_opti,2,0.11809054017066956,10.797391891479492,0.255142480134964
samples_sr_4x_noisy_poisson_opti,5,0.12768107652664185,12.185641288757324,0.3112046718597412
samples_denoise_deblur_opti,9,0.04270806908607483,6.0277838706970215,0.27390187978744507
samples_denoise_deblur_opti,0,0.034360989928245544,6.25694465637207,0.35062795877456665
samples_denoise_deblur_opti,7,0.025194257497787476,6.274163722991943,0.3745625913143158
samples_denoise_deblur_opti,6,0.06625860929489136,5.633079528808594,0.4319695830345154
samples_denoise_deblur_opti,1,0.05151690915226936,5.772386074066162,0.39198431372642517
samples_denoise_deblur_opti,8,0.022376438602805138,6.335017681121826,0.3237856328487396
samples_denoise_deblur_opti,4,0.013266630470752716,6.437211513519287,0.32991546392440796
samples_denoise_deblur_opti,3,0.03798101842403412,6.129489898681641,0.36476147174835205
samples_denoise_deblur_opti,2,0.02226981893181801,6.11715030670166,0.34101223945617676
samples_denoise_deblur_opti,5,0.02637646719813347,6.344013214111328,0.3048442602157593
samples_deblur_colorise,9,0.49408960342407227,12.019548416137695,0.19317786395549774
samples_deblur_colorise,0,0.40708357095718384,12.497703552246094,0.18341773748397827
samples_deblur_colorise,7,0.2563682794570923,14.511982917785645,0.2522926926612854
samples_deblur_colorise,6,0.48536404967308044,12.439689636230469,0.13809356093406677
samples_deblur_colorise,1,0.7701794505119324,18.040313720703125,0.06718287616968155
samples_deblur_colorise,8,0.35321709513664246,13.610627174377441,0.2267172485589981
samples_deblur_colorise,4,0.2752785086631775,11.99439811706543,0.22889471054077148
samples_deblur_colorise,3,0.5043368339538574,15.79869556427002,0.11595754325389862
samples_deblur_colorise,2,0.35901811718940735,13.658833503723145,0.28407907485961914
samples_deblur_colorise,5,0.26241597533226013,10.588589668273926,0.31083905696868896
